,end_period_ts,end_period_utc,end_period_local,open_interest,volume,price_open,price_high,price_low,price_close,price_mean,price_previous,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,mid_cents,spread_cents,price_open_dollars,price_high_dollars,price_low_dollars,price_close_dollars,price_mean_dollars,price_previous_dollars,yes_bid_open_dollars,yes_bid_high_dollars,yes_bid_low_dollars,yes_bid_close_dollars,yes_ask_open_dollars,yes_ask_high_dollars,yes_ask_low_dollars,yes_ask_close_dollars,mid_dollars,spread_dollars,yes_sub_title,event_title,ticker,series_ticker
50,1751688000,2025-07-05 04:00:00+00:00,2025-07-05 00:00:00,14607,314,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
51,1751774400,2025-07-06 04:00:00+00:00,2025-07-06 00:00:00,14607,0,,,,,,15.0,14,14,14,14,15,15,15,15,14.5,1.0,,,,,,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
52,1751860800,2025-07-07 04:00:00+00:00,2025-07-07 00:00:00,14616,49,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
53,1751947200,2025-07-08 04:00:00+00:00,2025-07-08 00:00:00,14678,62,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
54,1752033600,2025-07-09 04:00:00+00:00,2025-07-09 00:00:00,16237,1916,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
55,1752120000,2025-07-10 04:00:00+00:00,2025-07-10 00:00:00,17935,1698,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
56,1752206400,2025-07-11 04:00:00+00:00,2025-07-11 00:00:00,17997,62,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
57,1752292800,2025-07-12 04:00:00+00:00,2025-07-12 00:00:00,18405,408,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
58,1752379200,2025-07-13 04:00:00+00:00,2025-07-13 00:00:00,18736,2390,15.0,15.0,14.0,15.0,14.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
59,1752465600,2025-07-14 04:00:00+00:00,2025-07-14 00:00:00,22189,3542,15.0,15.0,14.0,15.0,14.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
60,1752552000,2025-07-15 04:00:00+00:00,2025-07-15 00:00:00,22534,404,15.0,15.0,14.0,14.0,14.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
61,1752638400,2025-07-16 04:00:00+00:00,2025-07-16 00:00:00,22840,346,15.0,15.0,14.0,14.0,14.0,14.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
62,1752724800,2025-07-17 04:00:00+00:00,2025-07-17 00:00:00,22840,106,14.0,14.0,14.0,14.0,14.0,14.0,14,14,14,14,15,15,15,15,14.5,1.0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
63,1752811200,2025-07-18 04:00:00+00:00,2025-07-18 00:00:00,22840,0,,,,,,14.0,14,14,14,14,15,15,15,15,14.5,1.0,,,,,,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
64,1752897600,2025-07-19 04:00:00+00:00,2025-07-19 00:00:00,22840,0,,,,,,14.0,14,14,14,14,15,15,15,15,14.5,1.0,,,,,,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
65,1752984000,2025-07-20 04:00:00+00:00,2025-07-20 00:00:00,23080,240,15.0,15.0,15.0,15.0,15.0,14.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
66,1753070400,2025-07-21 04:00:00+00:00,2025-07-21 00:00:00,23117,37,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
67,1753156800,2025-07-22 04:00:00+00:00,2025-07-22 00:00:00,23197,80,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
68,1753243200,2025-07-23 04:00:00+00:00,2025-07-23 00:00:00,23291,94,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
69,1753329600,2025-07-24 04:00:00+00:00,2025-07-24 00:00:00,24340,1049,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
70,1753416000,2025-07-25 04:00:00+00:00,2025-07-25 00:00:00,24662,322,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
71,1753502400,2025-07-26 04:00:00+00:00,2025-07-26 00:00:00,25271,1760,15.0,15.0,14.0,15.0,14.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
72,1753588800,2025-07-27 04:00:00+00:00,2025-07-27 00:00:00,25347,476,15.0,15.0,14.0,15.0,14.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
73,1753675200,2025-07-28 04:00:00+00:00,2025-07-28 00:00:00,25592,424,15.0,15.0,15.0,15.0,15.0,15.0,14,14,14,14,15,15,15,15,14.5,1.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.145,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
74,1753761600,2025-07-29 04:00:00+00:00,2025-07-29 00:00:00,25873,622,15.0,16.0,15.0,16.0,15.0,15.0,14,15,14,14,15,16,15,16,15.0,2.0,0.15,0.16,0.15,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.16,0.15,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
75,1753848000,2025-07-30 04:00:00+00:00,2025-07-30 00:00:00,26168,609,16.0,16.0,14.0,14.0,14.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
76,1753934400,2025-07-31 04:00:00+00:00,2025-07-31 00:00:00,26168,0,,,,,,14.0,14,14,14,14,16,16,16,16,15.0,2.0,,,,,,0.14,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
77,1754020800,2025-08-01 04:00:00+00:00,2025-08-01 00:00:00,26168,0,,,,,,14.0,14,15,14,15,16,16,16,16,15.5,1.0,,,,,,0.14,0.14,0.15,0.14,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
78,1754107200,2025-08-02 04:00:00+00:00,2025-08-02 00:00:00,26284,145,16.0,16.0,15.0,16.0,15.0,14.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
79,1754193600,2025-08-03 04:00:00+00:00,2025-08-03 00:00:00,26284,0,,,,,,16.0,15,15,15,15,16,16,16,16,15.5,1.0,,,,,,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
80,1754280000,2025-08-04 04:00:00+00:00,2025-08-04 00:00:00,26313,29,16.0,16.0,16.0,16.0,16.0,16.0,15,15,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
81,1754366400,2025-08-05 04:00:00+00:00,2025-08-05 00:00:00,26341,28,16.0,16.0,16.0,16.0,16.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
82,1754452800,2025-08-06 04:00:00+00:00,2025-08-06 00:00:00,26397,370,14.0,16.0,14.0,16.0,14.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.14,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
83,1754539200,2025-08-07 04:00:00+00:00,2025-08-07 00:00:00,26402,5,16.0,16.0,16.0,16.0,16.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
84,1754625600,2025-08-08 04:00:00+00:00,2025-08-08 00:00:00,26431,29,16.0,16.0,16.0,16.0,16.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
85,1754712000,2025-08-09 04:00:00+00:00,2025-08-09 00:00:00,26431,28,14.0,14.0,14.0,14.0,14.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.14,0.14,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
86,1754798400,2025-08-10 04:00:00+00:00,2025-08-10 00:00:00,26592,289,16.0,16.0,16.0,16.0,16.0,14.0,14,15,14,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.15,0.14,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
87,1754884800,2025-08-11 04:00:00+00:00,2025-08-11 00:00:00,26592,261,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
88,1754971200,2025-08-12 04:00:00+00:00,2025-08-12 00:00:00,26592,0,,,,,,16.0,15,15,15,15,16,16,16,16,15.5,1.0,,,,,,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
89,1755057600,2025-08-13 04:00:00+00:00,2025-08-13 00:00:00,26592,59,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
90,1755144000,2025-08-14 04:00:00+00:00,2025-08-14 00:00:00,26592,3,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
91,1755230400,2025-08-15 04:00:00+00:00,2025-08-15 00:00:00,26646,80,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
92,1755316800,2025-08-16 04:00:00+00:00,2025-08-16 00:00:00,26681,35,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
93,1755403200,2025-08-17 04:00:00+00:00,2025-08-17 00:00:00,26693,12,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
94,1755489600,2025-08-18 04:00:00+00:00,2025-08-18 00:00:00,26703,157,15.0,16.0,15.0,16.0,15.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
95,1755576000,2025-08-19 04:00:00+00:00,2025-08-19 00:00:00,26709,6,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
96,1755662400,2025-08-20 04:00:00+00:00,2025-08-20 00:00:00,26709,0,,,,,,16.0,15,15,15,15,16,16,16,16,15.5,1.0,,,,,,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
97,1755748800,2025-08-21 04:00:00+00:00,2025-08-21 00:00:00,26738,29,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
98,1755835200,2025-08-22 04:00:00+00:00,2025-08-22 00:00:00,26763,25,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
99,1755921600,2025-08-23 04:00:00+00:00,2025-08-23 00:00:00,26808,45,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
100,1756008000,2025-08-24 04:00:00+00:00,2025-08-24 00:00:00,26808,0,,,,,,16.0,15,15,15,15,16,16,16,16,15.5,1.0,,,,,,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
101,1756094400,2025-08-25 04:00:00+00:00,2025-08-25 00:00:00,26867,369,15.0,16.0,15.0,16.0,15.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
102,1756180800,2025-08-26 04:00:00+00:00,2025-08-26 00:00:00,26867,0,,,,,,16.0,15,15,15,15,16,16,16,16,15.5,1.0,,,,,,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
103,1756267200,2025-08-27 04:00:00+00:00,2025-08-27 00:00:00,27221,354,16.0,16.0,16.0,16.0,16.0,16.0,15,15,15,15,16,16,16,16,15.5,1.0,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.155,0.01,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
104,1756353600,2025-08-28 04:00:00+00:00,2025-08-28 00:00:00,27221,323,15.0,15.0,14.0,14.0,14.0,16.0,15,15,14,14,16,16,16,16,15.0,2.0,0.15,0.15,0.14,0.14,0.14,0.16,0.15,0.15,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
105,1756440000,2025-08-29 04:00:00+00:00,2025-08-29 00:00:00,27320,99,16.0,16.0,16.0,16.0,16.0,14.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
106,1756526400,2025-08-30 04:00:00+00:00,2025-08-30 00:00:00,27320,0,,,,,,16.0,14,14,14,14,16,16,16,16,15.0,2.0,,,,,,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
107,1756612800,2025-08-31 04:00:00+00:00,2025-08-31 00:00:00,27320,0,,,,,,16.0,14,14,14,14,16,16,16,16,15.0,2.0,,,,,,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
108,1756699200,2025-09-01 04:00:00+00:00,2025-09-01 00:00:00,27438,218,16.0,16.0,14.0,14.0,15.0,16.0,14,14,14,14,16,16,15,16,15.0,2.0,0.16,0.16,0.14,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.15,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
109,1756785600,2025-09-02 04:00:00+00:00,2025-09-02 00:00:00,27442,4,16.0,16.0,16.0,16.0,16.0,14.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
110,1756872000,2025-09-03 04:00:00+00:00,2025-09-03 00:00:00,27453,40,16.0,16.0,14.0,14.0,14.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
111,1756958400,2025-09-04 04:00:00+00:00,2025-09-04 00:00:00,28043,590,16.0,16.0,16.0,16.0,16.0,14.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
112,1757044800,2025-09-05 04:00:00+00:00,2025-09-05 00:00:00,28237,194,16.0,16.0,16.0,16.0,16.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
113,1757131200,2025-09-06 04:00:00+00:00,2025-09-06 00:00:00,28237,0,,,,,,16.0,14,14,14,14,16,16,16,16,15.0,2.0,,,,,,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
114,1757217600,2025-09-07 04:00:00+00:00,2025-09-07 00:00:00,28316,79,16.0,16.0,16.0,16.0,16.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
115,1757304000,2025-09-08 04:00:00+00:00,2025-09-08 00:00:00,29546,1230,16.0,16.0,16.0,16.0,16.0,16.0,14,15,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.15,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
116,1757390400,2025-09-09 04:00:00+00:00,2025-09-09 00:00:00,32592,3049,16.0,16.0,16.0,16.0,16.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
117,1757476800,2025-09-10 04:00:00+00:00,2025-09-10 00:00:00,32592,0,,,,,,16.0,14,14,14,14,16,16,16,16,15.0,2.0,,,,,,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
118,1757563200,2025-09-11 04:00:00+00:00,2025-09-11 00:00:00,32689,117,16.0,16.0,16.0,16.0,16.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
119,1757649600,2025-09-12 04:00:00+00:00,2025-09-12 00:00:00,32720,31,16.0,16.0,16.0,16.0,16.0,16.0,14,14,14,14,16,16,16,16,15.0,2.0,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.02,Spain,2026 Men's World Cup winner?,KXMENWORLDCUP-26-ES,KXMENWORLDCUP
